n,Egb,dx,dy,rx,ry,T,steps,f
0.5,1.037,0.03,1.44,1,5,800,86000,lammps_1.037_0.50_0.03_1.44_1_5_800_86000
0.56,1.037,7.19,0.76,3,6,700,5000,lammps_1.037_0.56_7.19_0.76_3_6_700_5000
0.65,1.037,2.62,0.92,4,5,1100,4000,lammps_1.037_0.65_2.62_0.92_4_5_1100_4000
0.58,1.037,1.35,0.2,1,13,900,5000,lammps_1.037_0.58_1.35_0.20_1_13_900_5000
0.6,1.037,0.82,0.66,1,5,900,64000,lammps_1.037_0.60_0.82_0.66_1_5_900_64000
0.62,1.037,3.36,0.43,1,4,1100,3000,lammps_1.037_0.62_3.36_0.43_1_4_1100_3000
0.71,1.037,7.56,2.27,2,6,1100,2000,lammps_1.037_0.71_7.56_2.27_2_6_1100_2000
0.72,1.037,4.72,1.91,4,5,1300,1000,lammps_1.037_0.72_4.72_1.91_4_5_1300_1000
0.85,1.037,3.89,2.15,4,5,1100,39000,lammps_1.037_0.85_3.89_2.15_4_5_1100_39000
0.89,1.037,7.15,3.25,2,7,1200,199000,lammps_1.037_0.89_7.15_3.25_2_7_1200_199000
0.94,1.037,3.38,2.37,2,4,1000,39000,lammps_1.037_0.94_3.38_2.37_2_4_1000_39000
0.44,1.037,4.18,1.69,1,9,500,0,lammps_1.037_0.44_4.18_1.69_1_9_500_0
0.57,1.037,4.99,1.54,1,7,1200,19000,lammps_1.037_0.57_4.99_1.54_1_7_1200_19000
0.43,1.037,2.44,3.22,2,7,800,125000,lammps_1.037_0.43_2.44_3.22_2_7_800_125000
0.42,1.037,7.19,2.46,2,3,900,9000,lammps_1.037_0.42_7.19_2.46_2_3_900_9000
0.41,1.037,0.83,2.41,2,14,1000,54000,lammps_1.037_0.41_0.83_2.41_2_14_1000_54000
0.0,1.037,2.42,1.79,4,1,700,2000,lammps_1.037_0.00_2.42_1.79_4_1_700_2000
0.06,1.037,1.88,1.74,2,4,900,124000,lammps_1.037_0.06_1.88_1.74_2_4_900_124000
0.07,1.037,2.36,3.12,4,5,900,177000,lammps_1.037_0.07_2.36_3.12_4_5_900_177000
0.08,1.037,4.15,0.5,2,3,1000,58000,lammps_1.037_0.08_4.15_0.50_2_3_1000_58000
0.1,1.037,4.32,3.32,3,5,1200,193000,lammps_1.037_0.10_4.32_3.32_3_5_1200_193000
0.12,1.037,6.37,1.53,4,3,1000,160000,lammps_1.037_0.12_6.37_1.53_4_3_1000_160000
0.13,1.037,0.9,1.5,3,5,1000,13000,lammps_1.037_0.13_0.90_1.50_3_5_1000_13000
0.15,1.037,7.56,0.27,4,6,1200,12000,lammps_1.037_0.15_7.56_0.27_4_6_1200_12000
0.25,1.037,0.98,0.39,2,2,900,3000,lammps_1.037_0.25_0.98_0.39_2_2_900_3000
0.11,1.037,5.29,3.42,2,7,1200,138000,lammps_1.037_0.11_5.29_3.42_2_7_1200_138000
0.31,1.037,2.52,0.87,1,8,400,4000,lammps_1.037_0.31_2.52_0.87_1_8_400_4000
0.29,1.037,1.01,0.15,1,7,1300,47000,lammps_1.037_0.29_1.01_0.15_1_7_1300_47000
0.39,1.037,4.31,0.67,2,7,1200,1000,lammps_1.037_0.39_4.31_0.67_2_7_1200_1000
0.38,1.037,0.5,3.14,1,4,1200,5000,lammps_1.037_0.38_0.50_3.14_1_4_1200_5000
0.36,1.037,6.27,0.48,1,11,600,0,lammps_1.037_0.36_6.27_0.48_1_11_600_0
0.4,1.037,5.48,0.82,2,13,700,126000,lammps_1.037_0.40_5.48_0.82_2_13_700_126000
0.34,1.037,0.05,3.5,2,14,900,3000,lammps_1.037_0.34_0.05_3.50_2_14_900_3000
0.33,1.037,0.8,3.33,3,2,1200,1000,lammps_1.037_0.33_0.80_3.33_3_2_1200_1000
0.32,1.037,0.29,1.72,1,11,1000,98000,lammps_1.037_0.32_0.29_1.72_1_11_1000_98000
0.35,1.037,3.52,2.38,1,10,900,119000,lammps_1.037_0.35_3.52_2.38_1_10_900_119000
0.59,1.038,0.77,1.88,1,11,500,2000,lammps_1.038_0.59_0.77_1.88_1_11_500_2000
0.5,1.038,1.65,0.46,1,4,800,0,lammps_1.038_0.50_1.65_0.46_1_4_800_0
0.52,1.038,5.76,3.45,3,7,1100,6000,lammps_1.038_0.52_5.76_3.45_3_7_1100_6000
0.53,1.038,6.88,1.02,1,15,1100,4000,lammps_1.038_0.53_6.88_1.02_1_15_1100_4000
0.54,1.038,3.63,1.95,1,12,700,3000,lammps_1.038_0.54_3.63_1.95_1_12_700_3000
0.55,1.038,2.7,2.59,1,10,900,2000,lammps_1.038_0.55_2.70_2.59_1_10_900_2000
0.96,1.038,3.14,1.7,2,7,1300,3000,lammps_1.038_0.96_3.14_1.70_2_7_1300_3000
0.57,1.038,4.55,0.94,1,7,1100,2000,lammps_1.038_0.57_4.55_0.94_1_7_1100_2000
0.58,1.038,4.41,1.96,1,12,1100,14000,lammps_1.038_0.58_4.41_1.96_1_12_1100_14000
0.61,1.038,5.8,0.87,2,7,700,3000,lammps_1.038_0.61_5.80_0.87_2_7_700_3000
0.94,1.038,4.19,3.15,2,13,1100,3000,lammps_1.038_0.94_4.19_3.15_2_13_1100_3000
0.69,1.038,8.02,1.44,2,4,1300,2000,lammps_1.038_0.69_8.02_1.44_2_4_1300_2000
0.7,1.038,4.19,2.55,3,5,1100,2000,lammps_1.038_0.70_4.19_2.55_3_5_1100_2000
0.75,1.038,1.19,1.37,1,2,1000,1000,lammps_1.038_0.75_1.19_1.37_1_2_1000_1000
0.79,1.038,7.17,0.31,4,3,1100,1000,lammps_1.038_0.79_7.17_0.31_4_3_1100_1000
0.83,1.038,4.95,0.99,3,3,900,7000,lammps_1.038_0.83_4.95_0.99_3_3_900_7000
0.86,1.038,7.89,2.04,3,7,1300,2000,lammps_1.038_0.86_7.89_2.04_3_7_1300_2000
0.9,1.038,0.75,3.57,1,5,500,115000,lammps_1.038_0.90_0.75_3.57_1_5_500_115000
0.92,1.038,6.25,2.62,2,3,700,1000,lammps_1.038_0.92_6.25_2.62_2_3_700_1000
0.48,1.038,2.86,1.01,2,15,1200,3000,lammps_1.038_0.48_2.86_1.01_2_15_1200_3000
0.62,1.038,5.45,2.72,1,4,1000,4000,lammps_1.038_0.62_5.45_2.72_1_4_1000_4000
0.47,1.038,2.94,2.42,2,8,1000,4000,lammps_1.038_0.47_2.94_2.42_2_8_1000_4000
0.56,1.038,6.32,0.81,2,13,1200,1000,lammps_1.038_0.56_6.32_0.81_2_13_1200_1000
0.45,1.038,5.58,1.37,2,5,1300,5000,lammps_1.038_0.45_5.58_1.37_2_5_1300_5000
0.46,1.038,2.83,1.52,2,6,900,0,lammps_1.038_0.46_2.83_1.52_2_6_900_0
0.0,1.038,5.01,2.1,3,1,1100,182000,lammps_1.038_0.00_5.01_2.10_3_1_1100_182000
0.06,1.038,1.87,0.24,2,4,1000,104000,lammps_1.038_0.06_1.87_0.24_2_4_1000_104000
0.08,1.038,4.58,2.5,3,4,1100,97000,lammps_1.038_0.08_4.58_2.50_3_4_1100_97000
0.1,1.038,0.7,1.24,1,5,700,17000,lammps_1.038_0.10_0.70_1.24_1_5_700_17000
0.12,1.038,1.79,0.13,2,2,1000,133000,lammps_1.038_0.12_1.79_0.13_2_2_1000_133000
0.17,1.038,4.32,2.67,1,6,900,26000,lammps_1.038_0.17_4.32_2.67_1_6_900_26000
0.25,1.038,2.17,1.88,4,5,1100,21000,lammps_1.038_0.25_2.17_1.88_4_5_1100_21000
0.29,1.038,3.13,2.15,2,6,900,20000,lammps_1.038_0.29_3.13_2.15_2_6_900_20000
0.32,1.038,7.69,1.43,1,14,800,174000,lammps_1.038_0.32_7.69_1.43_1_14_800_174000
0.03,1.038,2.92,1.68,3,6,1100,1000,lammps_1.038_0.03_2.92_1.68_3_6_1100_1000
0.35,1.038,0.09,3.07,2,10,1000,20000,lammps_1.038_0.35_0.09_3.07_2_10_1000_20000
0.33,1.038,2.04,0.83,1,6,1300,2000,lammps_1.038_0.33_2.04_0.83_1_6_1300_2000
0.44,1.038,0.14,0.92,1,8,1200,89000,lammps_1.038_0.44_0.14_0.92_1_8_1200_89000
0.42,1.038,5.78,0.25,2,10,900,30000,lammps_1.038_0.42_5.78_0.25_2_10_900_30000
0.41,1.038,6.39,0.9,2,8,900,48000,lammps_1.038_0.41_6.39_0.90_2_8_900_48000
0.43,1.038,0.56,2.69,1,7,1200,36000,lammps_1.038_0.43_0.56_2.69_1_7_1200_36000
0.39,1.038,1.16,2.32,1,9,1300,3000,lammps_1.038_0.39_1.16_2.32_1_9_1300_3000
0.38,1.038,0.43,1.67,2,2,700,236000,lammps_1.038_0.38_0.43_1.67_2_2_700_236000
0.36,1.038,2.77,3.56,2,7,1300,2000,lammps_1.038_0.36_2.77_3.56_2_7_1300_2000
0.4,1.038,0.7,2.29,2,10,1200,60000,lammps_1.038_0.40_0.70_2.29_2_10_1200_60000
0.48,1.039,7.71,3.08,2,14,1000,6000,lammps_1.039_0.48_7.71_3.08_2_14_1000_6000
0.56,1.039,0.88,1.33,2,4,1300,2000,lammps_1.039_0.56_0.88_1.33_2_4_1300_2000
0.5,1.039,3.19,1.08,1,5,400,104000,lammps_1.039_0.50_3.19_1.08_1_5_400_104000
0.52,1.039,6.99,1.4,2,11,900,171000,lammps_1.039_0.52_6.99_1.40_2_11_900_171000
0.53,1.039,5.21,0.21,2,10,900,158000,lammps_1.039_0.53_5.21_0.21_2_10_900_158000
0.54,1.039,1.81,1.02,3,4,300,5000,lammps_1.039_0.54_1.81_1.02_3_4_300_5000
0.55,1.039,3.04,3.59,2,10,1000,129000,lammps_1.039_0.55_3.04_3.59_2_10_1000_129000
0.57,1.039,0.15,0.28,2,7,900,131000,lammps_1.039_0.57_0.15_0.28_2_7_900_131000
0.81,1.039,2.47,1.69,4,2,1300,46000,lammps_1.039_0.81_2.47_1.69_4_2_1300_46000
0.62,1.039,2.82,2.17,1,4,1200,41000,lammps_1.039_0.62_2.82_2.17_1_4_1200_41000
0.67,1.039,7.51,3.61,1,3,1100,58000,lammps_1.039_0.67_7.51_3.61_1_3_1100_58000
0.68,1.039,4.27,1.1,4,5,1300,1000,lammps_1.039_0.68_4.27_1.10_4_5_1300_1000
0.83,1.039,7.34,0.24,1,6,1100,60000,lammps_1.039_0.83_7.34_0.24_1_6_1100_60000
0.92,1.039,0.25,3.46,3,4,1100,56000,lammps_1.039_0.92_0.25_3.46_3_4_1100_56000
0.96,1.039,7.44,1.92,3,4,1000,47000,lammps_1.039_0.96_7.44_1.92_3_4_1000_47000
0.47,1.039,0.55,3.44,2,9,1100,3000,lammps_1.039_0.47_0.55_3.44_2_9_1100_3000
0.58,1.039,1.39,3.06,1,13,1100,11000,lammps_1.039_0.58_1.39_3.06_1_13_1100_11000
0.46,1.039,6.86,0.51,1,12,1100,114000,lammps_1.039_0.46_6.86_0.51_1_12_1100_114000
0.44,1.039,0.93,1.82,1,8,1000,54000,lammps_1.039_0.44_0.93_1.82_1_8_1000_54000
0.25,1.039,2.72,2.1,3,2,800,70000,lammps_1.039_0.25_2.72_2.10_3_2_800_70000
0.45,1.039,2.32,0.41,4,5,1200,102000,lammps_1.039_0.45_2.32_0.41_4_5_1200_102000
0.1,1.039,3.34,1.72,4,6,1300,4000,lammps_1.039_0.10_3.34_1.72_4_6_1300_4000
0.12,1.039,0.38,0.82,4,1,1100,35000,lammps_1.039_0.12_0.38_0.82_4_1_1100_35000
0.17,1.039,3.14,0.86,2,3,1300,2000,lammps_1.039_0.17_3.14_0.86_2_3_1300_2000
0.2,1.039,7.68,3.05,4,5,800,144000,lammps_1.039_0.20_7.68_3.05_4_5_800_144000
0.28,1.039,5.26,2.13,3,3,1200,2000,lammps_1.039_0.28_5.26_2.13_3_3_1200_2000
0.31,1.039,1.92,2.82,2,4,900,95000,lammps_1.039_0.31_1.92_2.82_2_4_900_95000
0.34,1.039,5.14,1.06,2,8,900,97000,lammps_1.039_0.34_5.14_1.06_2_8_900_97000
0.33,1.039,5.08,2.08,2,6,900,232000,lammps_1.039_0.33_5.08_2.08_2_6_900_232000
0.36,1.039,6.72,3.51,2,9,1000,2000,lammps_1.039_0.36_6.72_3.51_2_9_1000_2000
0.37,1.039,2.76,1.44,1,15,1200,2000,lammps_1.039_0.37_2.76_1.44_1_15_1200_2000
0.38,1.039,3.28,1.13,2,2,1000,20000,lammps_1.039_0.38_3.28_1.13_2_2_1000_20000
0.39,1.039,2.73,1.37,1,9,800,0,lammps_1.039_0.39_2.73_1.37_1_9_800_0
0.4,1.039,3.36,0.84,1,5,900,105000,lammps_1.039_0.40_3.36_0.84_1_5_900_105000
0.42,1.039,3.87,1.89,2,6,1200,5000,lammps_1.039_0.42_3.87_1.89_2_6_1200_5000
0.43,1.039,3.19,0.02,1,14,1200,16000,lammps_1.039_0.43_3.19_0.02_1_14_1200_16000
0.35,1.039,7.5,0.5,2,5,300,0,lammps_1.039_0.35_7.50_0.50_2_5_300_0
0.53,1.04,3.59,2.62,2,8,900,25000,lammps_1.040_0.53_3.59_2.62_2_8_900_25000
0.54,1.04,1.1,2.77,1,12,900,7000,lammps_1.040_0.54_1.10_2.77_1_12_900_7000
0.52,1.04,7.88,3.23,2,11,1300,37000,lammps_1.040_0.52_7.88_3.23_2_11_1300_37000
0.46,1.04,1.72,2.43,1,12,700,5000,lammps_1.040_0.46_1.72_2.43_1_12_700_5000
0.48,1.04,0.88,2.57,2,13,900,2000,lammps_1.040_0.48_0.88_2.57_2_13_900_2000
0.47,1.04,4.58,0.35,1,15,1100,5000,lammps_1.040_0.47_4.58_0.35_1_15_1100_5000
0.55,1.04,6.33,2.21,2,5,1000,105000,lammps_1.040_0.55_6.33_2.21_2_5_1000_105000
0.5,1.04,3.26,0.0,2,3,500,41000,lammps_1.040_0.50_3.26_0.00_2_3_500_41000
0.56,1.04,2.96,0.56,2,4,1100,85000,lammps_1.040_0.56_2.96_0.56_2_4_1100_85000
0.88,1.04,2.15,1.24,2,2,1300,181000,lammps_1.040_0.88_2.15_1.24_2_2_1300_181000
0.58,1.04,2.3,2.87,2,6,1000,274000,lammps_1.040_0.58_2.30_2.87_2_6_1000_274000
0.62,1.04,4.33,2.47,3,4,1100,27000,lammps_1.040_0.62_4.33_2.47_3_4_1100_27000
0.69,1.04,1.05,1.38,3,7,1100,19000,lammps_1.040_0.69_1.05_1.38_3_7_1100_19000
0.72,1.04,6.39,1.59,3,6,1300,15000,lammps_1.040_0.72_6.39_1.59_3_6_1300_15000
0.75,1.04,2.19,1.13,1,4,1100,33000,lammps_1.040_0.75_2.19_1.13_1_4_1100_33000
0.79,1.04,4.43,1.57,2,6,1100,3000,lammps_1.040_0.79_4.43_1.57_2_6_1100_3000
0.96,1.04,2.6,1.35,4,3,1200,23000,lammps_1.040_0.96_2.60_1.35_4_3_1200_23000
0.83,1.04,1.63,0.27,2,6,1200,34000,lammps_1.040_0.83_1.63_0.27_2_6_1200_34000
0.57,1.04,0.8,1.64,2,7,1200,5000,lammps_1.040_0.57_0.80_1.64_2_7_1200_5000
0.45,1.04,3.31,1.66,1,11,1200,2000,lammps_1.040_0.45_3.31_1.66_1_11_1200_2000
0.8,1.04,2.55,2.97,2,5,1200,34000,lammps_1.040_0.80_2.55_2.97_2_5_1200_34000
0.43,1.04,3.67,3.45,2,7,1200,22000,lammps_1.040_0.43_3.67_3.45_2_7_1200_22000
0.44,1.04,0.69,0.29,2,4,1000,5000,lammps_1.040_0.44_0.69_0.29_2_4_1000_5000
0.03,1.04,2.3,2.16,3,5,500,3000,lammps_1.040_0.03_2.30_2.16_3_5_500_3000
0.17,1.04,5.11,1.46,2,3,1000,22000,lammps_1.040_0.17_5.11_1.46_2_3_1000_22000
0.21,1.04,4.08,0.62,1,7,900,8000,lammps_1.040_0.21_4.08_0.62_1_7_900_8000
0.22,1.04,0.93,0.68,3,6,1100,4000,lammps_1.040_0.22_0.93_0.68_3_6_1100_4000
0.25,1.04,0.14,2.67,2,5,800,3000,lammps_1.040_0.25_0.14_2.67_2_5_800_3000
0.28,1.04,2.6,1.97,3,6,900,3000,lammps_1.040_0.28_2.60_1.97_3_6_900_3000
0.29,1.04,5.15,0.8,1,7,1200,3000,lammps_1.040_0.29_5.15_0.80_1_7_1200_3000
0.31,1.04,0.96,2.26,2,4,1200,55000,lammps_1.040_0.31_0.96_2.26_2_4_1200_55000
0.0,1.04,2.31,0.98,1,6,900,70000,lammps_1.040_0.00_2.31_0.98_1_6_900_70000
0.34,1.04,4.02,2.89,2,14,900,219000,lammps_1.040_0.34_4.02_2.89_2_14_900_219000
0.35,1.04,0.49,1.03,2,5,1000,45000,lammps_1.040_0.35_0.49_1.03_2_5_1000_45000
0.36,1.04,1.96,2.2,2,14,1100,1000,lammps_1.040_0.36_1.96_2.20_2_14_1100_1000
0.38,1.04,6.94,3.14,2,4,600,2000,lammps_1.040_0.38_6.94_3.14_2_4_600_2000
0.39,1.04,0.36,0.14,2,7,900,3000,lammps_1.040_0.39_0.36_0.14_2_7_900_3000
0.4,1.04,4.24,3.09,1,10,700,10000,lammps_1.040_0.40_4.24_3.09_1_10_700_10000
0.41,1.04,1.4,1.84,4,4,1100,74000,lammps_1.040_0.41_1.40_1.84_4_4_1100_74000
0.42,1.04,3.78,1.11,2,6,1000,5000,lammps_1.040_0.42_3.78_1.11_2_6_1000_5000
0.33,1.04,2.7,3.53,1,6,1000,1000,lammps_1.040_0.33_2.70_3.53_1_6_1000_1000
0.46,1.041,4.97,0.04,1,12,1300,14000,lammps_1.041_0.46_4.97_0.04_1_12_1300_14000
0.47,1.041,6.22,3.14,3,5,900,58000,lammps_1.041_0.47_6.22_3.14_3_5_900_58000
0.48,1.041,1.5,2.39,2,11,1100,1000,lammps_1.041_0.48_1.50_2.39_2_11_1100_1000
0.5,1.041,2.43,2.85,1,4,900,11000,lammps_1.041_0.50_2.43_2.85_1_4_900_11000
0.52,1.041,3.66,1.25,2,13,1200,6000,lammps_1.041_0.52_3.66_1.25_2_13_1200_6000
0.53,1.041,5.86,0.8,1,15,900,49000,lammps_1.041_0.53_5.86_0.80_1_15_900_49000
0.54,1.041,1.0,1.22,2,6,900,239000,lammps_1.041_0.54_1.00_1.22_2_6_900_239000
0.79,1.041,0.39,0.44,3,7,1200,1000,lammps_1.041_0.79_0.39_0.44_3_7_1200_1000
0.56,1.041,4.91,1.02,1,8,1100,17000,lammps_1.041_0.56_4.91_1.02_1_8_1100_17000
0.57,1.041,2.72,0.52,1,7,1100,2000,lammps_1.041_0.57_2.72_0.52_1_7_1100_2000
0.64,1.041,5.22,1.29,1,7,900,10000,lammps_1.041_0.64_5.22_1.29_1_7_900_10000
0.8,1.041,0.27,1.77,3,5,1300,10000,lammps_1.041_0.80_0.27_1.77_3_5_1300_10000
0.81,1.041,7.95,3.34,4,2,1100,14000,lammps_1.041_0.81_7.95_3.34_4_2_1100_14000
0.83,1.041,0.86,1.89,3,2,500,3000,lammps_1.041_0.83_0.86_1.89_3_2_500_3000
0.45,1.041,0.25,0.68,2,5,1200,90000,lammps_1.041_0.45_0.25_0.68_2_5_1200_90000
0.55,1.041,0.81,1.3,1,10,900,49000,lammps_1.041_0.55_0.81_1.30_1_10_900_49000
0.44,1.041,2.9,2.79,1,8,900,5000,lammps_1.041_0.44_2.90_2.79_1_8_900_5000
0.42,1.041,4.5,0.38,1,6,1300,3000,lammps_1.041_0.42_4.50_0.38_1_6_1300_3000
0.28,1.041,5.37,0.9,3,3,800,4000,lammps_1.041_0.28_5.37_0.90_3_3_800_4000
0.43,1.041,1.23,2.66,2,14,1200,46000,lammps_1.041_0.43_1.23_2.66_2_14_1200_46000
0.0,1.041,3.8,2.41,2,2,1200,3000,lammps_1.041_0.00_3.80_2.41_2_2_1200_3000
0.12,1.041,2.81,1.9,1,4,800,18000,lammps_1.041_0.12_2.81_1.90_1_4_800_18000
0.14,1.041,6.41,3.47,2,7,800,5000,lammps_1.041_0.14_6.41_3.47_2_7_800_5000
0.25,1.041,1.98,1.89,2,2,1000,103000,lammps_1.041_0.25_1.98_1.89_2_2_1000_103000
0.29,1.041,5.16,3.57,3,7,1000,84000,lammps_1.041_0.29_5.16_3.57_3_7_1000_84000
0.32,1.041,4.05,1.33,1,14,1100,210000,lammps_1.041_0.32_4.05_1.33_1_14_1100_210000
0.31,1.041,0.57,1.4,1,8,1200,228000,lammps_1.041_0.31_0.57_1.40_1_8_1200_228000
0.35,1.041,0.89,3.19,2,5,1000,128000,lammps_1.041_0.35_0.89_3.19_2_5_1000_128000
0.36,1.041,2.59,3.6,2,7,900,291000,lammps_1.041_0.36_2.59_3.60_2_7_900_291000
0.37,1.041,1.91,3.24,2,13,1300,3000,lammps_1.041_0.37_1.91_3.24_2_13_1300_3000
0.38,1.041,5.01,0.8,2,2,1300,82000,lammps_1.041_0.38_5.01_0.80_2_2_1300_82000
0.39,1.041,1.83,1.79,3,3,700,1000,lammps_1.041_0.39_1.83_1.79_3_3_700_1000
0.4,1.041,2.1,1.31,1,10,1300,7000,lammps_1.041_0.40_2.10_1.31_1_10_1300_7000
0.34,1.041,2.74,2.17,2,8,400,2000,lammps_1.041_0.34_2.74_2.17_2_8_400_2000
0.52,1.042,6.32,1.85,2,12,1000,5000,lammps_1.042_0.52_6.32_1.85_2_12_1000_5000
0.53,1.042,4.5,0.02,1,15,1100,48000,lammps_1.042_0.53_4.50_0.02_1_15_1100_48000
0.5,1.042,7.06,1.1,2,2,600,1000,lammps_1.042_0.50_7.06_1.10_2_2_600_1000
0.46,1.042,3.32,3.25,3,4,1100,1000,lammps_1.042_0.46_3.32_3.25_3_4_1100_1000
0.47,1.042,7.98,1.35,3,5,1200,9000,lammps_1.042_0.47_7.98_1.35_3_5_1200_9000
0.54,1.042,4.72,1.05,2,14,1100,3000,lammps_1.042_0.54_4.72_1.05_2_14_1100_3000
0.48,1.042,7.33,3.42,2,14,1200,44000,lammps_1.042_0.48_7.33_3.42_2_14_1200_44000
0.55,1.042,7.73,2.15,4,7,1300,216000,lammps_1.042_0.55_7.73_2.15_4_7_1300_216000
0.85,1.042,1.6,2.66,2,5,1200,3000,lammps_1.042_0.85_1.60_2.66_2_5_1200_3000
0.59,1.042,0.71,2.07,4,7,1200,18000,lammps_1.042_0.59_0.71_2.07_4_7_1200_18000
0.6,1.042,5.4,0.18,1,5,900,2000,lammps_1.042_0.60_5.40_0.18_1_5_900_2000
0.73,1.042,0.52,2.15,4,7,1200,3000,lammps_1.042_0.73_0.52_2.15_4_7_1200_3000
0.75,1.042,4.81,0.32,4,5,1300,5000,lammps_1.042_0.75_4.81_0.32_4_5_1300_5000
0.77,1.042,6.54,1.62,4,6,1200,2000,lammps_1.042_0.77_6.54_1.62_4_6_1200_2000
0.97,1.042,5.52,2.22,3,6,1100,3000,lammps_1.042_0.97_5.52_2.22_3_6_1100_3000
0.79,1.042,7.62,1.14,1,7,1200,182000,lammps_1.042_0.79_7.62_1.14_1_7_1200_182000
0.57,1.042,5.39,0.55,1,7,1200,11000,lammps_1.042_0.57_5.39_0.55_1_7_1200_11000
0.45,1.042,7.02,0.39,2,5,1300,3000,lammps_1.042_0.45_7.02_0.39_2_5_1300_3000
0.17,1.042,1.88,3.61,1,6,1100,18000,lammps_1.042_0.17_1.88_3.61_1_6_1100_18000
0.43,1.042,5.81,3.05,1,7,1000,1000,lammps_1.042_0.43_5.81_3.05_1_7_1000_1000
0.44,1.042,0.64,1.23,1,8,1100,3000,lammps_1.042_0.44_0.64_1.23_1_8_1100_3000
0.0,1.042,1.77,1.35,2,7,1200,55000,lammps_1.042_0.00_1.77_1.35_2_7_1200_55000
0.08,1.042,5.86,1.25,3,4,1100,2000,lammps_1.042_0.08_5.86_1.25_3_4_1100_2000
0.21,1.042,0.99,0.38,3,4,1200,189000,lammps_1.042_0.21_0.99_0.38_3_4_1200_189000
0.29,1.042,5.92,0.87,1,7,1200,9000,lammps_1.042_0.29_5.92_0.87_1_7_1200_9000
0.31,1.042,1.96,2.56,3,7,1200,2000,lammps_1.042_0.31_1.96_2.56_3_7_1200_2000
0.32,1.042,0.76,0.25,1,14,900,22000,lammps_1.042_0.32_0.76_0.25_1_14_900_22000
0.33,1.042,5.43,2.8,2,3,1100,2000,lammps_1.042_0.33_5.43_2.80_2_3_1100_2000
0.25,1.042,6.01,2.53,3,6,1000,32000,lammps_1.042_0.25_6.01_2.53_3_6_1000_32000
0.35,1.042,0.94,1.49,2,5,1200,31000,lammps_1.042_0.35_0.94_1.49_2_5_1200_31000
0.36,1.042,3.91,1.69,1,7,1200,169000,lammps_1.042_0.36_3.91_1.69_1_7_1200_169000
0.38,1.042,6.22,2.2,1,4,700,125000,lammps_1.042_0.38_6.22_2.20_1_4_700_125000
0.39,1.042,2.64,3.57,1,9,900,6000,lammps_1.042_0.39_2.64_3.57_1_9_900_6000
0.4,1.042,1.53,2.54,1,5,1300,13000,lammps_1.042_0.40_1.53_2.54_1_5_1300_13000
0.41,1.042,2.22,2.84,1,11,300,7000,lammps_1.042_0.41_2.22_2.84_1_11_300_7000
0.34,1.042,2.29,1.36,2,8,400,8000,lammps_1.042_0.34_2.29_1.36_2_8_400_8000
0.42,1.042,3.7,1.11,1,13,1100,205000,lammps_1.042_0.42_3.70_1.11_1_13_1100_205000
0.58,1.043,2.99,0.72,3,2,1000,2000,lammps_1.043_0.58_2.99_0.72_3_2_1000_2000
0.57,1.043,2.44,1.5,1,7,1000,9000,lammps_1.043_0.57_2.44_1.50_1_7_1000_9000
0.56,1.043,6.42,3.13,1,8,500,3000,lammps_1.043_0.56_6.42_3.13_1_8_500_3000
0.55,1.043,2.12,0.95,1,11,300,22000,lammps_1.043_0.55_2.12_0.95_1_11_300_22000
0.5,1.043,6.83,0.39,1,6,700,2000,lammps_1.043_0.50_6.83_0.39_1_6_700_2000
0.53,1.043,0.5,3.46,4,4,1100,103000,lammps_1.043_0.53_0.50_3.46_4_4_1100_103000
0.47,1.043,2.34,1.95,2,10,900,13000,lammps_1.043_0.47_2.34_1.95_2_10_900_13000
0.59,1.043,6.89,1.39,1,11,1300,2000,lammps_1.043_0.59_6.89_1.39_1_11_1300_2000
0.54,1.043,0.92,1.82,1,13,1100,43000,lammps_1.043_0.54_0.92_1.82_1_13_1100_43000
0.62,1.043,2.1,0.35,2,6,900,20000,lammps_1.043_0.62_2.10_0.35_2_6_900_20000
0.96,1.043,5.32,1.36,3,4,900,2000,lammps_1.043_0.96_5.32_1.36_3_4_900_2000
0.71,1.043,6.48,0.64,4,6,1100,3000,lammps_1.043_0.71_6.48_0.64_4_6_1100_3000
0.72,1.043,0.18,1.53,4,4,1200,7000,lammps_1.043_0.72_0.18_1.53_4_4_1200_7000
0.75,1.043,4.19,3.47,4,2,1100,70000,lammps_1.043_0.75_4.19_3.47_4_2_1100_70000
0.81,1.043,4.34,3.55,4,2,1000,11000,lammps_1.043_0.81_4.34_3.55_4_2_1000_11000
0.83,1.043,0.21,3.24,3,2,1200,1000,lammps_1.043_0.83_0.21_3.24_3_2_1200_1000
0.85,1.043,6.33,3.48,4,6,1200,5000,lammps_1.043_0.85_6.33_3.48_4_6_1200_5000
0.93,1.043,1.42,0.9,1,7,1100,70000,lammps_1.043_0.93_1.42_0.90_1_7_1100_70000
0.97,1.043,5.4,2.13,4,5,1000,3000,lammps_1.043_0.97_5.40_2.13_4_5_1000_3000
0.46,1.043,0.27,1.28,1,12,1100,23000,lammps_1.043_0.46_0.27_1.28_1_12_1100_23000
0.65,1.043,7.32,3.2,2,5,1300,37000,lammps_1.043_0.65_7.32_3.20_2_5_1300_37000
0.45,1.043,2.22,1.97,1,10,1100,5000,lammps_1.043_0.45_2.22_1.97_1_10_1100_5000
